id,carat,cut,color,clarity,depth,table,price
5245,1.01,3,4,5,61.6,59.0,5260
5246,1.0,4,3,5,60.8,55.0,6296
5247,0.91,1,4,2,63.8,56.0,3323
5248,0.3,2,1,4,62.1,54.2,663
5249,0.7,4,5,7,62.4,61.0,2394
5250,0.72,2,1,5,60.8,56.0,3304
5251,0.38,4,1,2,61.2,59.0,700
5252,0.53,3,0,5,60.2,58.0,1808
5253,0.72,4,2,5,59.6,63.0,2724
5254,0.52,2,0,5,62.6,56.0,1822
5255,1.09,1,2,3,63.2,58.0,4766
5256,1.02,2,4,5,60.4,57.0,5666
5257,1.51,3,5,7,62.1,58.0,9328
5258,1.02,2,3,2,60.6,57.0,5367
5259,1.0,1,4,6,63.5,60.0,6183
5260,0.33,3,2,5,60.0,60.0,577
5261,1.01,3,4,3,62.0,60.0,3507
5262,0.3,3,3,4,62.8,58.0,776
5263,0.91,3,1,4,62.7,59.0,5057
5264,1.15,2,3,5,59.2,56.0,5564
5265,1.23,2,5,5,62.4,58.0,6817
5266,0.66,3,1,4,60.8,59.0,2433
5267,1.19,2,4,5,62.1,59.0,6662
5268,1.01,4,0,2,58.1,61.0,5055
5269,0.33,2,1,5,62.8,56.0,928
5270,0.8,4,4,3,62.7,56.0,2481
5271,0.9,0,2,2,66.0,57.0,3160
5272,0.73,2,3,2,61.9,55.0,3089
5273,0.5,3,1,5,61.5,56.0,1746
5274,0.23,4,2,7,63.3,57.0,505
5275,1.13,2,5,2,61.9,57.0,5149
5276,0.51,2,1,5,62.4,57.0,1656
5277,1.51,0,5,5,58.8,62.0,9116
5278,0.53,2,4,2,61.3,55.0,1268
5279,0.73,2,1,2,61.6,57.0,2707
5280,0.55,2,2,7,60.8,56.0,2294
5281,0.57,3,0,5,60.8,59.0,2019
5282,0.39,3,3,5,62.4,56.0,1009
5283,1.23,2,3,4,61.6,57.0,10859
5284,0.5,1,0,7,62.4,64.0,3017
5285,0.5,4,2,4,62.9,58.0,1550
5286,1.11,2,2,6,61.9,57.0,10412
5287,1.01,3,6,0,60.7,59.0,2602
5288,0.35,4,1,4,59.7,59.0,790
5289,0.52,2,1,5,61.5,56.0,1694
5290,1.35,3,2,3,62.8,60.0,6804
5291,0.41,2,5,6,62.3,53.0,785
5292,1.0,0,4,4,55.8,60.0,5460
5293,0.31,3,6,4,60.7,60.0,523
5294,0.9,4,6,2,63.6,57.0,3225
5295,1.0,4,3,0,62.5,62.0,3011
5296,0.42,2,3,5,61.9,57.0,1048
5297,0.4,2,0,2,60.6,57.0,690
5298,0.35,2,4,2,61.5,56.0,523
5299,0.33,4,5,2,63.2,58.0,572
5300,0.43,3,4,0,62.0,59.0,452
5301,0.31,1,3,5,63.2,58.0,507
5302,1.23,2,3,7,62.2,55.0,10317
5303,0.31,3,6,2,60.9,60.0,363
5304,2.06,3,3,3,61.8,58.0,16587
5305,1.44,4,1,0,61.1,62.0,5068
5306,0.28,2,2,1,62.4,55.0,828
5307,1.77,3,1,5,61.6,58.0,15278
5308,0.53,2,3,2,61.8,58.0,1255
5309,1.52,2,5,2,61.2,55.4,9067
5310,0.71,4,1,5,59.9,59.0,2921
5311,1.09,2,1,3,61.9,55.0,5127
5312,0.32,2,1,6,61.5,56.0,1140
5313,0.3,2,3,4,61.4,55.0,776
5314,0.33,4,2,7,63.5,54.0,694
5315,0.76,1,2,2,57.9,56.0,2706
5316,0.31,3,3,7,62.9,58.0,907
5317,1.03,2,5,2,62.2,54.0,4782
5318,1.63,3,5,4,60.9,58.0,8900
5319,0.3,4,3,4,62.5,59.0,629
5320,1.22,3,5,3,62.5,58.0,5226
5321,0.51,3,1,2,62.6,60.0,1237
5322,1.02,2,3,5,62.8,57.0,6418
5323,1.02,3,3,7,62.2,60.0,7602
5324,1.58,3,3,5,62.6,59.0,13132
5325,0.32,2,0,5,62.4,57.0,972
5326,0.72,4,2,5,61.6,58.0,3238
5327,0.51,2,5,5,62.1,55.0,1277
5328,1.02,4,6,3,63.1,58.0,3359
5329,0.38,2,0,4,62.5,56.0,1140
5330,0.51,2,0,5,61.9,56.0,1787
5331,0.36,2,3,3,60.7,58.0,505
5332,0.73,3,1,2,62.7,58.0,2703
5333,1.14,3,4,3,60.6,59.0,4788
5334,0.44,2,4,1,61.4,55.0,1177
5335,0.94,0,2,2,56.8,67.0,4053
5336,0.32,0,2,2,64.4,54.0,638
5337,0.49,3,3,3,59.4,60.0,1084
5338,0.75,3,3,7,62.5,56.0,3486
5339,1.24,3,5,5,60.1,59.0,5889
5340,1.59,2,6,4,61.3,57.0,9494
5341,0.32,4,0,6,61.6,54.0,1015
5342,1.12,2,3,7,62.1,54.8,8701
5343,0.51,2,3,2,61.3,55.0,1329
5344,1.01,0,3,3,58.3,62.0,4047
5345,1.12,4,3,3,60.2,59.0,4852
5346,1.16,0,2,4,57.8,67.0,7094
5347,0.52,2,4,5,62.2,56.4,1391
5348,0.41,2,2,3,61.6,54.0,612
5349,2.01,4,3,3,63.3,56.0,12271
5350,0.58,4,2,6,59.7,57.0,2636
5351,0.5,0,2,2,65.1,59.0,994
5352,0.55,3,2,5,62.2,58.0,1580
5353,1.5,2,3,2,61.0,57.0,12009
5354,0.34,3,1,3,61.7,61.0,612
5355,2.19,3,1,3,62.4,61.0,18232
5356,0.35,2,4,1,60.9,57.0,1028
5357,0.36,2,3,4,61.4,56.0,949
5358,0.52,2,0,2,61.1,57.0,1547
5359,0.53,2,2,2,60.0,57.0,1908
5360,0.4,1,3,5,62.8,54.4,909
5361,0.4,3,3,7,58.9,58.0,1050
5362,0.32,1,0,3,63.9,58.0,612
5363,1.51,2,6,4,61.6,58.0,8067
5364,1.06,1,5,4,58.8,62.0,4887
5365,0.57,2,2,7,62.1,56.0,2339
5366,0.31,2,2,6,60.7,56.0,878
5367,0.91,4,3,7,62.1,60.0,4913
5368,0.33,2,1,2,61.5,55.0,532
5369,1.01,3,3,2,60.2,58.0,4072
5370,1.01,4,2,3,61.9,57.0,4484
5371,2.16,1,5,5,63.6,56.0,14266
5372,0.31,3,3,6,60.7,58.0,816
5373,0.32,3,2,5,62.1,59.0,828
5374,0.33,2,2,6,61.8,57.0,955
5375,0.7,4,3,4,63.1,57.0,2497
5376,1.04,2,2,5,61.6,56.0,8415
5377,0.74,2,2,5,62.1,56.0,3171
5378,1.51,0,4,3,65.4,60.0,6291
5379,2.3,3,4,3,60.6,59.0,14042
5380,0.76,3,4,2,60.0,60.0,2425
5381,2.31,3,6,4,62.3,61.0,17451
5382,2.01,1,1,3,63.1,58.0,15255
5383,0.76,4,4,2,62.6,58.0,2396
5384,1.01,0,3,3,58.7,67.0,3816
5385,1.0,3,6,5,60.7,58.0,3877
5386,0.9,1,4,3,63.6,60.0,3193
5387,2.09,4,4,3,60.1,63.0,12295
5388,0.7,2,2,2,62.6,55.0,2662
5389,0.6,2,1,5,62.0,57.0,2061
5390,0.41,1,3,2,64.3,54.0,836
5391,0.7,4,3,2,62.5,60.0,2042
5392,0.32,2,3,6,61.4,55.0,1080
5393,0.55,2,2,3,61.7,55.0,1183
5394,0.56,2,4,5,60.9,57.0,1388
5395,0.33,3,3,4,61.9,59.0,666
5396,0.31,2,3,6,60.6,57.0,1046
5397,1.01,3,3,4,61.7,59.0,5898
5398,0.72,2,1,5,60.8,56.0,3601
5399,0.9,3,0,2,62.4,61.0,4612
5400,1.51,3,5,7,62.1,58.0,9498
5401,0.42,2,2,2,61.6,56.0,886
5402,0.7,2,0,5,61.0,57.0,2833
5403,0.31,1,4,5,63.8,56.0,470
5404,1.06,2,4,3,59.4,57.0,4452
5405,0.31,4,4,5,63.2,57.0,628
5406,0.55,3,0,2,62.7,59.0,1698
5407,1.15,3,1,3,61.7,59.0,5193
5408,0.25,4,3,5,61.9,57.0,407
5409,0.3,2,5,6,62.1,56.0,709
5410,1.3,3,3,7,60.2,58.0,10763
5411,0.72,4,2,2,62.2,59.0,2404
5412,0.9,3,4,3,59.2,60.0,3326
5413,0.53,2,4,2,61.9,56.0,1255
5414,0.37,3,3,5,60.1,59.0,649
5415,0.73,4,3,4,61.0,60.0,2708
5416,0.7,4,0,5,60.7,60.0,2913
5417,1.21,3,6,5,60.2,57.0,5541
5418,0.4,3,3,1,59.8,58.0,1333
5419,0.3,2,2,5,62.6,54.0,567
5420,0.33,2,3,6,62.3,55.0,810
5421,1.0,1,2,5,63.8,58.0,6098
5422,0.38,2,3,5,61.9,54.1,757
5423,0.41,3,5,7,62.1,58.0,827
5424,0.4,2,0,5,62.3,57.0,1050
5425,0.31,4,3,5,62.9,56.0,544
5426,0.34,2,4,4,62.1,57.0,596
5427,0.44,1,4,2,63.5,57.0,733
5428,0.3,2,4,7,61.0,55.0,577
5429,1.0,1,2,2,63.6,58.0,4851
5430,0.3,2,1,7,61.4,57.0,789
5431,1.01,1,2,3,56.9,60.0,4077
5432,0.3,4,5,2,62.6,57.0,405
5433,1.73,3,3,4,61.6,60.0,11867
5434,1.53,3,6,6,61.6,58.0,9322
5435,0.52,2,5,1,60.9,57.0,2111
5436,0.9,4,2,3,60.3,57.0,3519
5437,0.72,2,3,7,61.6,55.0,3002
5438,0.31,3,3,2,61.4,58.0,593
5439,0.23,4,2,4,60.9,57.0,357
5440,0.41,2,6,5,62.2,54.0,613
5441,0.73,3,3,4,63.0,57.0,2683
5442,0.9,3,0,3,59.0,61.0,3205
5443,0.31,2,2,1,62.2,56.0,979
5444,0.51,2,0,2,61.7,55.0,1569
5445,1.07,2,4,2,60.9,57.0,5123
5446,1.15,2,3,2,61.7,56.0,5224
5447,0.32,3,3,5,62.1,60.0,561
5448,0.63,1,2,4,61.6,60.7,2188
5449,0.41,2,0,5,61.6,55.0,1076
5450,0.7,4,0,3,63.1,58.0,1806
5451,0.63,2,2,5,61.2,56.0,2182
5452,0.34,3,3,3,62.8,59.0,574
5453,0.32,2,0,2,62.0,57.0,756
5454,0.3,4,1,5,62.0,58.0,658
5455,1.07,2,5,5,61.1,57.0,4319
5456,0.73,1,2,7,58.2,63.0,3166
5457,0.35,2,1,6,61.7,54.0,1000
5458,0.32,4,3,3,60.7,61.0,388
5459,1.0,0,4,2,67.6,59.0,4665
5460,0.25,4,2,7,62.2,57.0,633
5461,0.34,3,3,5,61.6,58.0,596
5462,0.34,3,0,5,60.4,60.0,805
5463,0.71,4,1,4,63.7,58.0,3009
5464,0.31,2,2,1,60.9,56.0,914
5465,0.42,2,3,4,61.2,54.0,921
5466,0.53,2,3,7,61.4,57.0,2051
5467,0.28,4,3,5,62.0,56.0,427
5468,0.36,2,1,2,62.1,56.0,810
5469,0.76,1,0,5,63.5,55.0,3443
5470,0.31,2,3,2,61.7,55.0,627
5471,0.38,2,2,7,61.3,55.0,963
5472,1.55,3,5,2,62.5,60.0,8866
5473,0.25,4,2,1,59.4,62.0,548
5474,1.03,3,0,4,59.6,61.0,6974
5475,0.6,1,1,4,58.1,63.0,2065
5476,0.72,1,2,2,63.9,62.0,2229
5477,0.29,4,3,5,62.5,56.0,471
5478,1.07,3,4,5,60.6,60.0,4374
5479,0.32,3,5,2,62.7,58.0,432
5480,1.51,1,3,2,58.8,62.0,10216
5481,2.02,1,5,4,65.5,57.0,15765
5482,0.31,2,4,7,61.8,56.0,802
5483,0.3,2,0,7,61.4,55.0,1041
5484,0.42,2,5,6,62.5,57.0,884
5485,0.32,2,0,5,61.0,57.0,972
5486,0.31,2,3,4,62.4,55.0,625
5487,0.7,4,1,3,59.8,58.0,2263
5488,0.73,4,3,2,58.8,61.0,2564
5489,0.36,2,2,5,60.5,57.0,786
5490,0.36,2,1,2,62.0,57.0,631
5491,2.14,3,5,5,59.3,59.0,15559
5492,1.33,3,4,3,61.9,58.0,5214
5493,0.3,4,2,6,61.6,56.0,694
5494,1.04,2,3,5,61.9,57.0,6628
5495,1.23,4,4,4,61.3,53.0,7276
5496,1.09,3,4,2,59.5,58.0,5706
5497,0.9,1,4,3,64.3,60.0,3115
5498,1.19,1,1,5,57.4,60.0,6937
5499,1.61,4,3,3,63.4,55.0,6915
5500,0.35,3,1,5,60.9,59.0,984
5501,1.12,3,0,3,58.2,60.0,5107
5502,0.36,3,1,5,61.8,58.0,1013
5503,0.52,2,3,7,62.2,56.0,1906
5504,1.15,2,0,5,61.0,57.0,10546
5505,1.5,4,1,2,61.9,59.0,11717
5506,0.38,2,1,4,62.7,55.0,1069
5507,0.7,1,2,2,57.7,65.0,2167
5508,0.55,3,4,6,61.1,57.0,1980
5509,0.53,2,3,5,61.8,56.0,1607
5510,0.3,3,3,7,62.9,58.0,819
5511,1.82,3,3,2,62.7,58.0,15162
5512,1.01,1,6,4,61.5,61.0,4189
5513,1.19,2,4,7,61.6,56.0,7651
5514,0.7,2,1,4,62.2,58.0,3309
5515,1.05,1,2,3,63.6,59.0,3989
5516,0.31,3,3,4,62.1,58.0,625
5517,0.42,2,3,7,62.6,55.0,1031
5518,1.01,2,2,2,63.0,57.0,4559
5519,0.42,2,0,2,61.9,57.0,1040
5520,1.17,2,5,2,61.7,56.0,6405
5521,0.37,2,0,5,61.6,56.0,876
5522,0.93,1,0,3,63.4,59.0,3540
5523,1.5,3,1,3,61.7,58.0,8190
5524,1.02,1,0,3,57.5,62.0,3909
5525,1.14,3,4,3,62.2,61.0,3830
5526,0.3,2,4,2,62.6,53.1,475
5527,0.96,1,3,2,56.6,63.0,3522
5528,1.02,3,2,4,61.4,59.0,6238
5529,1.23,2,5,3,62.3,55.0,4773
5530,1.73,4,4,5,61.7,56.0,12998
5531,1.01,4,5,3,63.1,54.0,3818
5532,0.3,4,3,4,62.8,57.0,605
5533,0.53,2,4,5,62.3,54.0,1353
5534,1.53,2,4,2,61.1,57.0,10659
5535,1.06,2,0,2,62.7,54.0,6055
5536,1.2,3,4,5,62.8,58.0,6416
5537,0.9,4,2,2,63.0,61.0,4009
5538,0.7,4,1,6,61.6,61.0,4171
5539,0.55,2,0,5,61.8,54.0,1928
5540,0.54,2,3,3,60.4,59.0,1153
5541,2.01,0,3,0,70.2,57.0,6315
5542,0.56,2,3,2,62.9,56.0,1345
5543,0.3,2,4,4,62.3,55.0,526
5544,0.76,4,3,7,62.3,57.0,3549
5545,0.57,2,4,2,61.8,57.0,1397
5546,1.03,2,2,2,62.8,56.0,5356
5547,1.1,2,5,5,61.8,55.4,5273
5548,0.34,1,1,3,63.1,56.0,445
5549,0.3,3,3,4,59.6,59.0,776
5550,1.01,3,4,5,62.3,62.0,4769
5551,0.51,2,4,2,61.6,55.0,1222
5552,0.63,3,0,4,59.2,61.0,2554
5553,0.4,2,3,1,61.8,55.0,1229
5554,0.71,2,4,4,62.2,57.0,2559
5555,0.58,3,2,5,61.9,57.0,2036
5556,0.31,4,3,6,58.8,59.0,778
5557,0.95,2,4,2,61.9,56.0,4958
5558,0.4,4,1,7,59.8,60.0,1184
5559,1.02,4,2,2,63.0,58.0,4594
5560,0.64,4,4,3,64.2,58.0,1292
5561,0.42,3,4,2,59.5,57.0,898
5562,0.55,1,2,2,57.0,62.0,1410
5563,0.7,2,1,3,61.2,55.0,2239
5564,0.32,2,1,7,61.2,56.0,816
5565,0.7,1,3,5,63.8,59.0,2353
5566,1.05,4,4,2,60.5,58.0,5406
5567,0.81,0,2,3,65.7,57.0,2031
5568,1.01,3,2,5,61.7,58.0,6416
5569,0.32,2,2,4,61.0,54.0,716
5570,0.42,3,1,4,62.2,59.0,1105
5571,0.32,2,3,4,62.3,55.0,828
5572,0.7,1,4,3,64.2,58.0,1697
5573,0.39,4,2,6,60.8,57.0,1107
5574,0.24,4,0,7,61.9,58.0,478
5575,1.37,3,2,3,62.8,57.0,6181
5576,0.52,2,1,5,62.2,56.0,1689
5577,0.52,2,3,3,61.6,55.0,1090
5578,2.3,2,6,5,62.4,56.0,16062
5579,0.37,3,2,5,61.0,58.0,957
5580,0.3,4,2,4,61.0,60.0,570
5581,0.43,3,2,5,61.1,57.0,968
5582,0.83,1,6,2,63.8,58.0,2311
5583,0.3,2,1,5,61.5,55.0,844
5584,0.39,3,0,5,60.2,59.0,1024
5585,0.31,2,3,1,62.7,57.0,924
5586,0.4,3,2,4,62.6,58.0,982
5587,0.9,3,1,3,60.1,62.0,3804
5588,0.31,3,0,2,61.2,60.0,571
5589,0.34,4,1,2,59.0,60.0,596
5590,0.34,2,1,4,62.2,54.2,816
5591,0.59,4,4,7,61.1,57.0,1771
5592,1.51,4,6,5,61.0,58.0,7744
5593,1.08,2,3,5,61.3,56.0,6706
5594,1.51,3,6,5,63.0,57.0,7455
5595,0.23,4,1,6,61.3,60.0,530
5596,0.37,3,2,5,61.2,58.0,746
5597,0.38,2,2,2,61.7,56.0,766
5598,1.19,2,4,2,62.0,56.4,6275
5599,0.51,2,3,4,62.1,55.0,1781
5600,0.58,2,1,3,61.4,57.1,1392
5601,0.71,4,3,4,63.3,59.0,2768
5602,0.55,2,0,5,62.7,57.0,1755
5603,0.54,2,3,3,62.3,58.0,1133
5604,1.07,2,3,2,62.1,57.0,5232
5605,0.91,1,4,2,63.8,60.0,3520
5606,1.49,3,4,2,61.9,57.0,10096
5607,1.0,3,2,3,62.9,59.0,4155
5608,0.7,3,2,2,60.1,56.0,2394
5609,1.03,4,3,2,61.0,58.0,4746
5610,0.53,4,3,4,61.2,57.0,1648
5611,0.82,2,2,2,62.1,56.0,3361
5612,1.02,2,1,2,60.7,57.0,5055
5613,1.02,1,3,5,63.2,57.0,6058
5614,0.56,4,3,5,60.9,58.0,1580
5615,1.31,2,3,4,61.6,57.0,12008
5616,1.11,4,4,3,59.8,60.0,4456
5617,0.71,4,5,4,63.3,58.0,2198
5618,0.41,3,1,4,62.0,60.0,1079
5619,0.31,3,3,5,61.2,59.0,605
5620,0.34,4,1,2,62.9,55.0,596
5621,0.55,3,2,5,59.7,58.0,1698
5622,0.42,3,3,1,61.6,58.0,1400
5623,1.51,4,4,4,63.2,60.0,11263
5624,0.56,2,2,5,61.3,54.0,1723
5625,0.46,3,2,4,63.0,57.0,1139
5626,2.01,3,3,5,60.6,59.0,17057
5627,0.96,1,3,2,57.6,59.0,4234
5628,2.02,4,5,5,58.8,57.0,14620
5629,0.32,2,4,5,62.5,55.0,648
5630,0.84,2,6,4,62.0,55.0,2456
5631,1.2,2,3,4,62.4,57.0,8545
5632,0.35,4,4,6,60.1,62.0,745
5633,0.9,1,3,5,63.9,61.0,3859
5634,0.35,2,3,1,61.8,55.0,1044
5635,0.72,4,3,5,63.3,57.0,2477
5636,0.46,2,4,2,61.1,55.0,1130
5637,1.06,2,0,2,62.7,54.0,5946
5638,0.79,2,4,5,62.0,56.0,2967
5639,0.43,2,4,7,61.3,56.0,1008
5640,0.83,4,4,5,59.4,59.0,3276
5641,0.56,2,4,4,61.8,55.0,1616
5642,0.71,4,6,5,62.6,54.0,1902
5643,0.41,2,1,6,61.7,56.0,1431
5644,0.54,2,1,5,60.8,57.0,1847
5645,1.27,4,6,5,61.8,60.0,5455
5646,0.37,4,2,5,59.2,61.0,696
5647,0.74,4,3,3,63.8,56.0,2423
5648,0.33,2,3,4,61.6,57.0,699
5649,0.34,2,2,5,62.5,55.0,880
5650,0.73,2,5,4,61.1,56.0,2596
5651,0.5,2,4,2,62.1,58.0,1140
5652,0.53,2,3,4,61.9,56.0,1721
5653,0.57,3,1,3,60.7,57.0,1320
5654,0.53,2,2,3,61.7,55.0,1421
5655,0.33,3,3,4,62.8,58.0,854
5656,0.3,2,5,6,62.1,57.0,540
5657,1.06,2,0,7,62.0,57.0,11837
5658,0.56,2,1,5,61.4,57.0,1882
5659,0.73,2,1,3,61.2,54.0,2581
5660,0.41,4,4,7,62.4,54.0,873
5661,0.8,3,0,3,61.1,58.0,3082
5662,1.01,1,3,4,57.7,63.0,6613
5663,1.51,1,5,2,63.7,61.0,8097
5664,0.6,0,1,3,66.5,56.0,1033
5665,0.75,3,0,2,62.8,60.0,2903
5666,1.0,2,4,0,61.3,57.0,3136
5667,0.3,3,3,4,62.2,59.0,776
5668,0.8,2,1,5,62.2,55.0,4126
5669,0.9,2,0,3,60.9,57.0,3798
5670,0.55,2,1,5,62.0,55.0,1816
5671,2.03,4,6,3,60.9,60.0,11968
5672,0.4,3,1,2,62.2,58.0,945
5673,1.58,3,5,0,60.2,61.0,4459
5674,1.64,4,6,3,62.0,59.0,7750
5675,0.75,3,2,2,61.7,58.0,2573
5676,0.9,4,0,2,62.3,58.0,4497
5677,4.0,4,5,0,63.3,58.0,15984
5678,0.53,2,1,4,60.9,57.0,1827
5679,0.71,2,3,2,61.7,56.0,2518
5680,0.84,2,0,3,61.8,56.0,3246
5681,1.56,2,2,2,61.2,57.0,11047
5682,0.35,1,1,4,59.4,55.0,851
5683,1.52,0,5,3,64.7,58.0,6905
5684,1.0,4,1,2,60.9,59.0,5082
5685,0.74,4,6,5,62.3,55.0,1978
5686,1.01,3,3,2,62.5,60.0,4672
5687,1.0,4,4,5,61.3,63.0,5854
5688,1.5,4,1,5,59.4,62.0,12474
5689,1.2,2,6,5,61.8,55.0,5318
5690,1.01,4,2,5,63.8,55.0,7135
5691,0.41,2,2,4,62.0,55.0,1076
5692,0.71,4,2,3,63.4,57.0,2266
5693,0.4,2,0,7,62.2,55.0,1323
5694,0.58,4,3,7,62.0,57.0,2078
5695,0.34,2,3,7,61.9,57.0,775
5696,0.57,3,5,6,62.1,58.0,1608
5697,1.01,4,2,5,63.3,56.0,5662
5698,1.2,3,3,5,58.2,59.0,7795
5699,0.33,2,1,7,61.2,56.0,814
5700,1.53,2,5,3,63.7,58.0,8062
5701,0.41,2,3,2,62.2,56.0,861
5702,2.01,1,5,2,63.8,57.0,13976
5703,0.92,2,2,4,61.3,56.0,6360
5704,2.26,4,0,3,61.6,61.0,18028
5705,0.5,2,1,5,61.6,55.0,1624
5706,0.33,2,2,7,62.2,56.0,810
5707,0.9,4,3,4,61.3,61.0,4515
5708,0.4,2,1,7,62.4,59.0,1166
5709,1.01,4,1,3,59.5,59.0,4666
5710,0.36,3,1,5,60.3,59.0,1013
5711,1.2,3,5,4,62.8,56.0,6021
5712,0.33,2,4,4,61.5,56.0,579
5713,1.28,4,3,7,59.5,56.0,11478
5714,0.46,3,3,7,61.3,60.0,1314
5715,0.31,2,3,1,61.6,55.0,891
5716,1.51,2,1,4,61.5,57.0,18729
5717,1.03,0,4,3,67.0,61.0,4038
5718,1.62,2,6,2,62.4,53.2,8075
5719,0.32,2,3,1,60.5,57.0,954
5720,1.34,2,6,4,62.0,57.0,5748
5721,0.7,3,6,2,61.6,58.0,1666
5722,0.36,3,0,2,61.5,59.0,851
5723,1.27,4,5,5,62.6,59.0,6007
5724,1.7,3,4,5,59.0,58.0,10333
5725,1.51,4,5,1,62.1,59.0,12291
5726,0.91,1,3,4,63.6,60.0,4209
5727,1.0,3,1,3,60.5,61.0,4077
5728,0.41,4,0,5,62.8,58.0,779
5729,0.54,4,2,2,60.2,56.0,1404
5730,1.0,3,4,0,60.4,61.0,1932
5731,0.29,4,3,4,58.1,59.0,660
5732,0.75,2,0,3,62.2,55.0,2757
5733,0.9,4,5,5,58.4,62.0,3334
5734,0.3,2,3,1,62.3,56.0,863
5735,0.34,2,1,2,62.9,55.0,765
5736,0.35,2,1,6,60.7,57.0,1044
5737,1.51,1,1,3,64.3,58.0,7314
5738,0.31,2,3,1,60.2,59.0,891
5739,0.71,2,1,2,60.5,56.0,3527
5740,0.41,2,1,5,62.2,56.0,848
5741,0.46,3,1,5,62.2,58.0,1302
5742,1.01,3,1,5,63.0,60.0,6335
5743,0.38,4,1,3,61.6,57.0,633
5744,1.43,0,5,4,50.8,60.0,6727
5745,0.44,2,1,5,61.9,55.0,1073
5746,0.41,3,2,4,62.4,60.0,1007
5747,1.13,3,5,5,62.0,58.0,4611
5748,0.7,4,0,2,58.3,62.0,2563
5749,0.32,2,0,7,60.6,56.0,1066
5750,1.0,3,2,7,59.9,60.0,8448
5751,0.83,3,6,3,59.1,60.0,2241
5752,0.32,2,0,5,62.5,56.0,758
5753,1.74,4,4,0,63.2,55.0,4677
5754,1.63,2,2,0,62.0,55.0,7229
5755,0.75,3,1,5,61.8,58.0,3150
5756,0.34,2,0,5,62.9,55.0,1033
5757,0.31,2,3,1,61.8,55.0,891
5758,0.51,4,0,5,62.9,56.0,1597
5759,1.66,3,1,3,62.6,58.0,10553
5760,0.53,3,1,5,58.5,61.0,1908
5761,0.7,3,4,2,62.2,59.0,2020
5762,0.4,3,0,2,61.6,58.0,990
5763,0.33,4,4,7,62.4,60.0,666
5764,1.01,0,1,3,57.1,59.0,4600
5765,0.57,4,2,4,63.2,56.0,1741
5766,0.55,4,3,2,60.1,61.0,1316
5767,1.03,2,3,4,62.3,56.0,6864
5768,0.63,1,6,2,59.9,64.0,1134
5769,1.14,4,2,2,61.0,60.0,5819
5770,1.01,4,0,1,61.6,56.0,16087
5771,1.04,4,2,3,62.3,58.0,4181
5772,1.12,2,3,5,60.9,56.0,8189
5773,0.72,2,0,3,60.5,57.0,3176
5774,0.31,2,3,2,61.2,56.0,493
5775,1.2,2,3,4,61.7,56.0,5766
5776,0.4,1,3,7,61.4,64.0,1050
5777,1.5,3,5,1,62.9,58.0,10332
5778,1.01,3,2,3,61.3,58.0,3597
5779,0.39,3,3,1,59.8,55.0,1271
5780,1.17,3,3,4,60.6,60.0,7666
5781,0.34,2,1,3,61.3,55.0,454
5782,1.71,3,3,3,62.6,57.0,11227
5783,0.36,4,1,6,61.4,56.0,1140
5784,0.56,2,1,4,62.7,56.0,1608
5785,0.92,0,2,2,66.0,57.0,3323
5786,0.41,1,1,2,63.5,55.0,654
5787,0.61,2,2,5,62.4,55.0,2108
5788,1.01,1,1,2,62.6,61.0,4743
5789,0.65,2,1,4,61.4,59.0,2533
5790,0.33,2,1,3,62.2,54.0,427
5791,1.15,3,3,7,58.4,59.0,8501
5792,0.42,1,0,4,57.3,62.0,1315
5793,1.21,4,0,5,62.6,59.0,8969
5794,0.35,3,3,4,61.2,58.0,906
5795,1.06,4,3,0,60.7,63.0,2080
5796,1.0,3,4,2,62.3,60.0,4788
5797,0.55,1,4,2,63.6,55.0,1175
5798,0.3,2,4,7,60.4,56.0,776
5799,1.23,2,0,7,62.0,55.0,12848
5800,2.4,3,6,2,59.7,58.0,16304
5801,0.73,4,3,0,62.5,58.0,1298
5802,0.51,2,2,2,61.1,55.0,1593
5803,1.04,3,0,3,61.0,59.0,4724
5804,1.01,3,3,5,62.4,59.0,5787
5805,0.73,2,0,3,61.8,56.0,2729
5806,0.71,3,1,2,59.5,62.0,2629
5807,0.48,1,3,4,58.2,59.2,1228
5808,0.9,3,2,2,62.6,62.0,3437
5809,0.54,2,0,5,61.9,55.0,1817
5810,0.41,2,0,5,61.7,56.0,1076
5811,0.3,2,6,4,59.7,57.0,394
5812,0.9,4,3,3,59.8,61.0,3842
5813,0.3,2,1,5,62.6,56.0,844
5814,2.09,4,2,3,61.3,59.0,18509
5815,1.71,2,3,7,62.1,55.0,18599
5816,1.07,3,2,2,62.5,59.0,5436
5817,2.04,4,5,3,60.9,57.0,14527
5818,0.8,2,1,5,62.2,57.0,3648
5819,0.39,2,3,2,61.0,55.0,675
5820,0.6,2,3,4,62.5,56.0,2147
5821,2.01,4,1,3,60.6,59.0,17118
5822,0.41,4,2,6,63.7,54.0,1169
5823,0.72,3,1,3,60.4,58.0,2320
5824,0.52,2,2,6,62.3,56.0,2333
5825,0.53,2,0,3,61.9,55.0,1412
5826,0.37,3,5,6,61.6,59.0,681
5827,0.52,2,1,7,62.3,57.0,2116
5828,1.52,3,0,2,58.4,60.0,12342
5829,0.61,2,3,2,62.0,54.0,1579
5830,0.4,4,0,5,63.5,57.0,850
5831,0.34,4,6,4,61.7,58.0,447
5832,0.53,2,5,3,61.8,55.0,844
